"","pert_iname","mean","n","median","sd","sRGES"
"2449","BRD-K53923665",-0.297896612033663,1,-0.297896612033663,NA,-0.297896612033663
"2450","CD-1530",-0.297819246570123,44,-0.315125315644244,0.101531388719631,-0.297819246570123
"2451","BRD-K81665681",-0.297780347983506,1,-0.297780347983506,NA,-0.297780347983506
"2452","BRD-K60757524",-0.29776020048195,2,-0.29776020048195,0.0614888706716431,-0.29776020048195
"2453","BRD-K62283710",-0.297729017083475,4,-0.304566987245374,0.126319267726267,-0.297729017083475
"2454","BRD-K24461445",-0.297718998290254,1,-0.297718998290254,NA,-0.297718998290254
"2455","BRD-K91924645",-0.297705691684181,2,-0.297705691684181,0.0176014568406189,-0.297705691684181
"2456","BRD-K87838848",-0.297686498952275,4,-0.335219688130592,0.150325215421975,-0.297686498952275
"2457","BRD-K70052069",-0.297686279130245,2,-0.297686279130245,0.00979580679439503,-0.297686279130245
"2458","BRD-K18761689",-0.297670355029538,4,-0.289689665773313,0.0422072474237197,-0.297670355029538
"2459","BRD-K56704970",-0.2976307645998,1,-0.2976307645998,NA,-0.2976307645998
"2460","UTMB-00530",-0.297628817593617,1,-0.297628817593617,NA,-0.297628817593617
"2461","NSC-3852",-0.297603286811177,19,-0.321165578475716,0.109369930249138,-0.297603286811177
"2462","BRD-K08477148",-0.297451061087062,2,-0.297451061087062,0.0507792405993898,-0.297451061087062
"2463","BRD-K49849398",-0.297375643744257,1,-0.297375643744257,NA,-0.297375643744257
"2464","BRD-K36130407",-0.297312617829878,1,-0.297312617829878,NA,-0.297312617829878
"2465","BRD-K06550805",-0.297300549037763,1,-0.297300549037763,NA,-0.297300549037763
"2466","BRD-K63671514",-0.297225258862066,6,-0.247826411834916,0.152534551795221,-0.297225258862066
"2467","BRD-M77293869",-0.297148012915198,1,-0.297148012915198,NA,-0.297148012915198
"2468","BRD-K43145106",-0.29707910761896,2,-0.29707910761896,0.223343021713437,-0.29707910761896
"2469","BRD-K98998964",-0.297039703814559,1,-0.297039703814559,NA,-0.297039703814559
"2470","BRD-K89000102",-0.297029602516032,3,-0.317050521304771,0.060961376830504,-0.297029602516032
"2471","BRD-K31706415",-0.296959384499115,11,-0.293432900868283,0.0849489506576479,-0.296959384499115
"2472","BRD-K03245480",-0.296879147046413,1,-0.296879147046413,NA,-0.296879147046413
"2473","BRD-K66521855",-0.296819473574288,1,-0.296819473574288,NA,-0.296819473574288
"2474","BRD-A83402799",-0.296751585381747,2,-0.296751585381747,0.0539934307030336,-0.296751585381747
"2475","BRD-K05344363",-0.296706161026097,1,-0.296706161026097,NA,-0.296706161026097
