"","target","p","padj"
"CHEMBL2007628","CHEMBL2007628",0.837117647058824,1
"CHEMBL2008","CHEMBL2008",1,1
"CHEMBL2009","CHEMBL2009",1,1
"CHEMBL2010631","CHEMBL2010631",1,1
"CHEMBL2014","CHEMBL2014",1,1
"CHEMBL2015","CHEMBL2015",0.877411764705882,1
"CHEMBL2016","CHEMBL2016",1,1
"CHEMBL202","CHEMBL202",1,1
"CHEMBL2021745","CHEMBL2021745",0.999,1
"CHEMBL2023","CHEMBL2023",0.999588235294118,1
"CHEMBL2024","CHEMBL2024",0.0907058823529412,1
"CHEMBL2027","CHEMBL2027",0.988823529411765,1
"CHEMBL2028","CHEMBL2028",0.615588235294118,1
"CHEMBL2029198","CHEMBL2029198",0.659529411764706,1
"CHEMBL203","CHEMBL203",1,1
"CHEMBL2034","CHEMBL2034",0.114529411764706,1
"CHEMBL2034805","CHEMBL2034805",0.999705882352941,1
"CHEMBL2034807","CHEMBL2034807",1,1
"CHEMBL2035","CHEMBL2035",0.998647058823529,1
"CHEMBL2039","CHEMBL2039",1,1
"CHEMBL204","CHEMBL204",0.997294117647059,1
"CHEMBL2041","CHEMBL2041",0.976823529411765,1
"CHEMBL2046259","CHEMBL2046259",1,1
"CHEMBL2047","CHEMBL2047",0.872176470588235,1
"CHEMBL2049","CHEMBL2049",0.730588235294118,1
"CHEMBL205","CHEMBL205",1,1
"CHEMBL2052028","CHEMBL2052028",0.849058823529412,1
"CHEMBL2052031","CHEMBL2052031",0.998470588235294,1
"CHEMBL2052038","CHEMBL2052038",1,1
"CHEMBL2052039","CHEMBL2052039",1,1
"CHEMBL2055","CHEMBL2055",0.999705882352941,1
"CHEMBL2056","CHEMBL2056",1,1
"CHEMBL206","CHEMBL206",1,1
"CHEMBL2061","CHEMBL2061",0.997882352941176,1
"CHEMBL2063","CHEMBL2063",0.0368235294117647,1
"CHEMBL2068","CHEMBL2068",0.999941176470588,1
"CHEMBL2069","CHEMBL2069",0.0741176470588235,1
"CHEMBL2069161","CHEMBL2069161",1,1
"CHEMBL2072","CHEMBL2072",0.864,1
"CHEMBL2073","CHEMBL2073",1,1
"CHEMBL2073670","CHEMBL2073670",1,1
"CHEMBL2073676","CHEMBL2073676",1,1
"CHEMBL2074","CHEMBL2074",1,1
"CHEMBL2079848","CHEMBL2079848",0.340235294117647,1
"CHEMBL2079849","CHEMBL2079849",0.00294117647058824,1
"CHEMBL208","CHEMBL208",1,1
"CHEMBL2083","CHEMBL2083",1,1
"CHEMBL2085","CHEMBL2085",1,1
"CHEMBL2088","CHEMBL2088",1,1
"CHEMBL209","CHEMBL209",0.999941176470588,1
"CHEMBL2093863","CHEMBL2093863",1,1
"CHEMBL2093864","CHEMBL2093864",0.006,1
"CHEMBL2093865","CHEMBL2093865",0.999294117647059,1
"CHEMBL2093866","CHEMBL2093866",1,1
"CHEMBL2093867","CHEMBL2093867",0.999588235294118,1
"CHEMBL2093868","CHEMBL2093868",1,1
"CHEMBL2093870","CHEMBL2093870",1,1
"CHEMBL2093871","CHEMBL2093871",1,1
"CHEMBL2093872","CHEMBL2093872",1,1
"CHEMBL2094","CHEMBL2094",1,1
"CHEMBL2094107","CHEMBL2094107",1,1
"CHEMBL2094108","CHEMBL2094108",0.293588235294118,1
"CHEMBL2094109","CHEMBL2094109",0.910235294117647,1
"CHEMBL2094110","CHEMBL2094110",0.876470588235294,1
"CHEMBL2094111","CHEMBL2094111",1,1
"CHEMBL2094112","CHEMBL2094112",1,1
"CHEMBL2094114","CHEMBL2094114",1,1
"CHEMBL2094115","CHEMBL2094115",0.999823529411765,1
"CHEMBL2094116","CHEMBL2094116",1,1
"CHEMBL2094117","CHEMBL2094117",1,1
"CHEMBL2094118","CHEMBL2094118",1,1
"CHEMBL2094119","CHEMBL2094119",0.999411764705882,1
"CHEMBL2094120","CHEMBL2094120",1,1
"CHEMBL2094121","CHEMBL2094121",1,1
"CHEMBL2094122","CHEMBL2094122",1,1
"CHEMBL2094123","CHEMBL2094123",1,1
"CHEMBL2094124","CHEMBL2094124",0.997117647058824,1
"CHEMBL2094125","CHEMBL2094125",0.544235294117647,1
"CHEMBL2094126","CHEMBL2094126",0.990352941176471,1
"CHEMBL2094127","CHEMBL2094127",0.998882352941176,1
"CHEMBL2094128","CHEMBL2094128",0.822411764705882,1
"CHEMBL2094129","CHEMBL2094129",0.999941176470588,1
"CHEMBL2094130","CHEMBL2094130",1,1
"CHEMBL2094132","CHEMBL2094132",1,1
"CHEMBL2094133","CHEMBL2094133",0.991823529411765,1
"CHEMBL2094134","CHEMBL2094134",1,1
"CHEMBL2094135","CHEMBL2094135",0.000823529411764706,1
"CHEMBL2094138","CHEMBL2094138",0.990352941176471,1
"CHEMBL2094250","CHEMBL2094250",0.999882352941176,1
"CHEMBL2094251","CHEMBL2094251",1,1
"CHEMBL2094253","CHEMBL2094253",0.999823529411765,1
"CHEMBL2094254","CHEMBL2094254",0.639941176470588,1
"CHEMBL2094255","CHEMBL2094255",0.999705882352941,1
"CHEMBL2094256","CHEMBL2094256",1,1
"CHEMBL2094257","CHEMBL2094257",1,1
"CHEMBL2094258","CHEMBL2094258",0.999529411764706,1
"CHEMBL2094266","CHEMBL2094266",0.967941176470588,1
"CHEMBL2094267","CHEMBL2094267",0.999352941176471,1
"CHEMBL2095","CHEMBL2095",0.917941176470588,1
"CHEMBL2095150","CHEMBL2095150",1,1
"CHEMBL2095152","CHEMBL2095152",1,1
"CHEMBL2095157","CHEMBL2095157",0.970470588235294,1
"CHEMBL2095158","CHEMBL2095158",1,1
"CHEMBL2095159","CHEMBL2095159",1,1
"CHEMBL2095160","CHEMBL2095160",1,1
"CHEMBL2095164","CHEMBL2095164",0.999823529411765,1
"CHEMBL2095166","CHEMBL2095166",1,1
"CHEMBL2095167","CHEMBL2095167",0.999529411764706,1
"CHEMBL2095171","CHEMBL2095171",1,1
"CHEMBL2095172","CHEMBL2095172",1,1
"CHEMBL2095173","CHEMBL2095173",1,1
"CHEMBL2095177","CHEMBL2095177",0.987882352941176,1
